country,semana,total_registros,latitude,longitude,temperature_celsius,wind_kph,pressure_in,precip_mm,humidity,cloud,feels_like_celsius,uv_index
Brazil,2025-08-03T00:00:00Z,7,-2.0833,-58.1667,22.857142857142858,4.271428571428571,29.875714285714285,0,77.28571428571429,48.42857142857143,23.957142857142856,0
Brazil,2025-08-10T00:00:00Z,7,-2.0833,-58.1667,21.87142857142857,3.857142857142857,29.867142857142856,0.1842857142857143,92.42857142857143,69.85714285714286,22.84285714285714,0
Brazil,2025-08-17T00:00:00Z,7,-2.0833,-58.1667,23.257142857142856,4.357142857142857,29.834285714285713,0,72.14285714285714,23.142857142857142,24.957142857142856,0
Brazil,2025-08-24T00:00:00Z,7,-2.0833,-58.1667,23.1,4.5285714285714285,29.86,0,73.42857142857143,25,24.314285714285713,0
Brazil,2025-08-31T00:00:00Z,7,-2.0833,-58.1667,23.47142857142857,5.1,29.824285714285715,0.08,76.57142857142857,42.142857142857146,25,0
Brazil,2025-09-07T00:00:00Z,7,-2.0833,-58.1667,22.771428571428572,4.1571428571428575,29.84285714285714,0.17142857142857143,78.42857142857143,43,24.514285714285716,0
Brazil,2025-09-14T00:00:00Z,7,-2.0833,-58.1667,24.285714285714285,3.757142857142857,29.795714285714286,0.0014285714285714286,71.28571428571429,39.857142857142854,25.942857142857143,0
Brazil,2025-09-21T00:00:00Z,7,-2.0833,-58.1667,24.485714285714284,4.2,29.81714285714286,0.027142857142857142,70.42857142857143,39.42857142857143,26.057142857142857,0
Brazil,2025-09-28T00:00:00Z,7,-2.0833,-58.1667,23.642857142857142,3.757142857142857,29.835714285714285,0.4142857142857143,80.71428571428571,59.285714285714285,24.885714285714286,0
Brazil,2025-10-05T00:00:00Z,7,-2.0833,-58.1667,22.442857142857143,3.857142857142857,29.798571428571428,0.47714285714285715,93.14285714285714,57.285714285714285,24.12857142857143,0
Brazil,2025-10-12T00:00:00Z,7,-2.0833,-58.1667,23.4,3.9714285714285715,29.762857142857143,0.06,80.14285714285714,44,25.414285714285715,0
Brazil,2025-10-19T00:00:00Z,7,-2.0833,-58.1667,24,3.9571428571428573,29.782857142857143,0.007142857142857143,83.14285714285714,48.285714285714285,26.02857142857143,0
Brazil,2025-10-26T00:00:00Z,7,-2.0833,-58.1667,24.557142857142857,3.8714285714285714,29.76142857142857,0.012857142857142857,73.85714285714286,39.857142857142854,26.271428571428572,0
Brazil,2025-11-02T00:00:00Z,7,-2.0833,-58.1667,24.685714285714287,4.385714285714286,29.774285714285714,0.002857142857142857,78.57142857142857,52.714285714285715,26.642857142857142,0
Brazil,2025-11-09T00:00:00Z,7,-2.0833,-58.1667,24.32857142857143,3.9142857142857146,29.75857142857143,0.20285714285714285,76.85714285714286,54.42857142857143,26.057142857142857,0
Brazil,2025-11-16T00:00:00Z,7,-2.0833,-58.1667,24.228571428571428,3.7,29.74142857142857,0.08428571428571428,77.85714285714286,51,26.085714285714285,0
